symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,name,date,type,iexId,region,currency,isEnabled,figi,cik,lei
005935.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Electronics - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5846355730482D52,KR,KRW,True,BBG000BG4QJ9,0000879316,9884007ER46L6N7EI764
005940.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Investment & Securities,2023-02-08,cs,IEX_53305933424C2D52,KR,KRW,True,BBG000BC3H09,,549300LQ6NXDW1B8NT42
005945.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NH Investment & Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_57464E5754512D52,KR,KRW,True,BBG000BDRPD9,,549300LQ6NXDW1B8NT42
005950.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Isu Chemical,2023-02-08,cs,IEX_56334E4454472D52,KR,KRW,True,BBG000BGX0F8,,
005960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongbu Corporation,2023-02-08,cs,IEX_4742315057312D52,KR,KRW,True,BBG000BH39B4,,
00596212.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongbu Corporation - Warrants (29/05/2015),2023-02-08,wt,,KR,KRW,True,BBG0042GMKX8,,
005965.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongbu Corporation - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_543638474B4E2D52,KR,KRW,True,BBG000BJZ6L0,,
005990.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Maeil Holdings Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000DCCV42,,
006050.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Kukyoung G&M,2023-02-08,cs,,KR,KRW,True,BBG000C242J2,,
006060.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,H S Industries,2023-02-08,cs,IEX_4B4E4A3435342D52,KR,KRW,True,BBG000BDD414,,
006090.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Oyang Fisheries Co, Ltd.",2023-02-08,cs,IEX_4259515839362D52,KR,KRW,True,BBG000BGTLY6,,
006110.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sam A Aluminium,2023-02-08,cs,IEX_4E594B4844572D52,KR,KRW,True,BBG000BFWQW5,,
006125.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Discovery Co. Ltd. - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_465330525A4C2D52,KR,KRW,True,BBG000BH7WQ3,,
006140.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,PJ Electronics Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C19R13,,
006200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KEC Holdings,2023-02-08,cs,IEX_4B32364B50482D52,KR,KRW,True,BBG000BDRG58,,
006220.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Jeju Bank,2023-02-08,cs,IEX_5357315044432D52,KR,KRW,True,BBG000BDDVS5,,
006260.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LS Corp,2023-02-08,cs,IEX_4330565937352D52,KR,KRW,True,BBG000BCS6D2,,988400SQWZ34LADYL505
006280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Green Cross Corporation,2023-02-08,cs,IEX_434B5757334D2D52,KR,KRW,True,BBG000BGY9Q6,0001598477,
006340.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daewon Cable,2023-02-08,cs,IEX_4E4D4252394D2D52,KR,KRW,True,BBG000BDVRD0,,
006345.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daewon Cable - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_5659525954362D52,KR,KRW,True,BBG000BJZG29,,
006360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,GS Engineering & Construction Corp,2023-02-08,cs,IEX_574A593254502D52,KR,KRW,True,BBG000BCYG16,,988400BQ69DJXXFA0D28
006370.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daegu Department Store,2023-02-08,cs,IEX_57375A59374C2D52,KR,KRW,True,BBG000BH4781,,
006380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Capro Corp.,2023-02-08,cs,IEX_57433834374B2D52,KR,KRW,True,BBG000BDC6W6,,
006390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanil Hyundai Cement,2023-02-08,cs,IEX_4E39335A34422D52,KR,KRW,True,BBG000BDMBS9,,
006400.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung SDI Co. Ltd.,2023-02-08,cs,IEX_4A56444256382D52,KR,KRW,True,BBG000BCY1G3,,9884002AESDO4YW87G32
006405.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung SDI Co. Ltd. - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_57563050585A2D52,KR,KRW,True,BBG000BHFF09,,9884002AESDO4YW87G32
006490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Inscobee,2023-02-08,cs,IEX_505A484748592D52,KR,KRW,True,BBG000BDVK27,,
006570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daelim Trading,2023-02-08,cs,IEX_43514C3230572D52,KR,KRW,True,BBG000BDGCW9,,
006620.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Dongkoo Bio&Pharma Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00JQ1SYH4,,
006650.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Petro Chemical Ind,2023-02-08,cs,IEX_4831583258562D52,KR,KRW,True,BBG000D98890,,988400L1F3Y7NBQU7K77
006660.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Climate Control Co. Ltd.,2023-02-08,cs,IEX_505454384C502D52,KR,KRW,True,BBG000BDVYW4,,
006730.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Seobu T&D,2023-02-08,cs,,KR,KRW,True,BBG000DBCS05,,
006740.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youngpoong Paper Mfg,2023-02-08,cs,IEX_4337503259422D52,KR,KRW,True,BBG000H0NWH6,,
006800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Securities,2023-02-08,cs,IEX_4735485944592D52,KR,KRW,True,BBG000BCRXZ0,,98840072S6T63E2V1291
006805.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Securities - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_50503848324B2D52,KR,KRW,True,BBG000BG68B5,,98840072S6T63E2V1291
00680K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Mirae Asset Securities - PRF PERPETUAL KRW 5000 - 2PB,2023-02-08,ps,IEX_4331343238422D52,KR,KRW,True,BBG00JKLKBN7,,98840072S6T63E2V1291
006840.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,AK Holdings,2023-02-08,cs,IEX_484E323830432D52,KR,KRW,True,BBG000D99LX3,,
006880.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Singsong Holdings Co Ltd,2023-02-08,cs,IEX_5154385436382D52,KR,KRW,True,BBG005DZZTT3,,
006890.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tae Kyung Chemical Co. Ltd,2023-02-08,cs,IEX_4C524C3130322D52,KR,KRW,True,BBG000C19SH4,,
006910.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Bosung Power Technology Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C19TF4,,
006920.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Mohenz Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG000C19W58,,
007070.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,GS Retail Co.Ltd.,2023-02-08,cs,IEX_4652364451582D52,KR,KRW,True,BBG0028YSMZ5,,
007120.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,MiraeING,2023-02-08,cs,IEX_4C33303342442D52,KR,KRW,True,BBG000C19X83,,
007160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sajo Industries,2023-02-08,cs,IEX_513357544B582D52,KR,KRW,True,BBG000BGTNW4,,988400OLUPV6WBJKFB14
007197.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansol Artone Paper - PRF PERPETUAL KRW 5000 - Class 2,2023-02-08,ps,,KR,KRW,True,BBG000DPG207,,
007210.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Byuk San,2023-02-08,cs,IEX_54305157394D2D52,KR,KRW,True,BBG000BCRFK5,,
007280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Steel,2023-02-08,cs,IEX_58374E3750462D52,KR,KRW,True,BBG000BCPJ56,,
007310.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ottogi,2023-02-08,cs,IEX_484E323659422D52,KR,KRW,True,BBG000FT5DM1,,
007330.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Pureun Mutual Savings Bank,2023-02-08,cs,,KR,KRW,True,BBG000C19ZV2,,
007370.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Jin Yang Pharmacetical Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000CWQ4J8,,
007390.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,"Nature Cell Co.,Ltd.",2023-02-08,cs,,KR,KRW,True,BBG000C24523,,
007530.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Youngsin Metal Industrial,2023-02-08,cs,,KR,KRW,True,BBG000C1B180,,
007540.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sempio,2023-02-08,cs,IEX_5134313831322D52,KR,KRW,True,BBG000BGTXL4,,
007570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ilyang Pharmaceutical,2023-02-08,cs,IEX_52525A5248442D52,KR,KRW,True,BBG000BDMPJ8,,
007575.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ilyang Pharmaceutical - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_4351465050532D52,KR,KRW,True,BBG000BJV9J1,,
007590.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongbang Agro,2023-02-08,cs,IEX_5256383452472D52,KR,KRW,True,BBG000BDGWW5,,
007660.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Isupetasys Co., Ltd.",2023-02-08,cs,IEX_46434E5A59432D52,KR,KRW,True,BBG000C33844,,
0076601B.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Isupetasys Co., Ltd. - Tradeable Rights - Oct 2021",2023-02-08,rt,,KR,KRW,True,BBG012589911,,
007680.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daewon Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG00J1YD141,,
007690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kukdo Chemical,2023-02-08,cs,IEX_464A324432432D52,KR,KRW,True,BBG000BGX5T2,,
007700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,F&F Holdings Co. Ltd,2023-02-08,cs,IEX_54585A4635392D52,KR,KRW,True,BBG000BDBXF7,,
007720.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daemyung Sonoseason Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000DBCT67,,
007770.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hanil Chemical Ind. Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1B439,,
007810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Circuit,2023-02-08,cs,IEX_4244505A44522D52,KR,KRW,True,BBG000BDRD28,,
007815.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Circuit - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_50305A3932322D52,KR,KRW,True,BBG000BJZMG1,,
007820.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,SMCore Inc,2023-02-08,cs,,KR,KRW,True,BBG0024MKZF6,,988400AK35X7B5ESV815
007860.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Seoyeon,2023-02-08,cs,IEX_4C39595048512D52,KR,KRW,True,BBG000BK3FR6,,
007980.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Pan Pacific Trading,2023-02-08,cs,IEX_4844335631332D52,KR,KRW,True,BBG000FV1WR3,,
008040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sajodongaone,2023-02-08,cs,IEX_4A56444358392D52,KR,KRW,True,BBG000BGV033,,9884003UMUFKW4H17S28
008060.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daeduck Co. Ltd.,2023-02-08,cs,IEX_4A33545450532D52,KR,KRW,True,BBG000BH2WT5,,
00806K.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daeduck Co. Ltd. - PFS PERPETUAL KRW 500,2023-02-08,ps,IEX_42394E5850342D52,KR,KRW,True,BBG00MTL81S2,,
008110.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daidong Electronics Ltd.,2023-02-08,cs,IEX_4354563932572D52,KR,KRW,True,BBG000BHPHT3,,
008250.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Eagon Industrial,2023-02-08,cs,IEX_4739315936352D52,KR,KRW,True,BBG000BGVY39,,
008260.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,NI Steel Co Ltd,2023-02-08,cs,IEX_504C3039324C2D52,KR,KRW,True,BBG000BNLWB0,,
008290.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Wonpung Mulsan,2023-02-08,cs,,KR,KRW,True,BBG000C1B7Q7,,
008350.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namsun Aluminium,2023-02-08,cs,IEX_483331375A562D52,KR,KRW,True,BBG000BDT836,,
008355.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Namsun Aluminium - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_4C34343947462D52,KR,KRW,True,BBG000BJVX99,,
008370.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Wonpoong Corporation,2023-02-08,cs,,KR,KRW,True,BBG000C1BB97,,
008420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Moonbae Steel,2023-02-08,cs,IEX_513431365A312D52,KR,KRW,True,BBG000FQ3H31,,98840020S6RLT4U3BX45
008470.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Booster Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG001CQRDW3,,
008490.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Suheung,2023-02-08,cs,IEX_48534D314A482D52,KR,KRW,True,BBG000BDGFS7,,
008500.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Iljeong Industrial,2023-02-08,cs,IEX_5235544C44572D52,KR,KRW,True,BBG000FV0NJ3,,
008560.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Meritz Securities Co., Ltd.",2023-02-08,cs,IEX_57423842484E2D52,KR,KRW,True,BBG000BG23Z4,,988400WORE06JMSEKC47
008600.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,WillBes,2023-02-08,cs,IEX_4B4D374A4D5A2D52,KR,KRW,True,BBG000BH3TY5,,
008700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Anam Electronics,2023-02-08,cs,IEX_514A443132392D52,KR,KRW,True,BBG000BDDPL5,,
008730.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youlchon Chemical,2023-02-08,cs,IEX_46424A5354422D52,KR,KRW,True,BBG000BGZ7W2,,
008770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hotel Shilla,2023-02-08,cs,IEX_4A47314C57322D52,KR,KRW,True,BBG000BHPZM0,,
008775.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hotel Shilla - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4457533056542D52,KR,KRW,True,BBG000BK0038,,
008830.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daedong Gear,2023-02-08,cs,,KR,KRW,True,BBG000C1BFX1,,
008870.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumbi,2023-02-08,cs,IEX_535942324E462D52,KR,KRW,True,BBG000BCYWS2,,
00890212.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,TEC & Co - Warrants (13/07/2015),2023-02-08,wt,,KR,KRW,True,BBG003BQ6MD4,,
008930.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanmi Science,2023-02-08,cs,IEX_4E434A52534A2D52,KR,KRW,True,BBG000BDVC25,,
008970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongyang Steel Pipe,2023-02-08,cs,IEX_4B354D35324C2D52,KR,KRW,True,BBG000BCS456,,
009070.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KCTC,2023-02-08,cs,IEX_47514A5843462D52,KR,KRW,True,BBG000BDST13,,
009140.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyung In Electronics,2023-02-08,cs,IEX_4442523158422D52,KR,KRW,True,BBG000BDT5T4,,
009150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Electro Mechanics,2023-02-08,cs,IEX_4435323136342D52,KR,KRW,True,BBG000BCXZW1,,
009155.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Electro Mechanics - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_4333344248372D52,KR,KRW,True,BBG000BHFCJ6,,
009160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Simpac,2023-02-08,cs,IEX_4456533733582D52,KR,KRW,True,BBG000BFWKD9,,
009180.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansol Logistics,2023-02-08,cs,IEX_545933544B462D52,KR,KRW,True,BBG000BPPXL8,,
009190.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daiyang Metal,2023-02-08,cs,IEX_524C473537432D52,KR,KRW,True,BBG000BGP6Z2,,
009200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Moorim Paper Co Ltd,2023-02-08,cs,IEX_5442543730522D52,KR,KRW,True,BBG000BGW7X4,,988400LIGM551XL3O124
009240.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanssem Co.,2023-02-08,cs,IEX_4758433842502D52,KR,KRW,True,BBG000GLR7V6,,
009270.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinwon Corp.,2023-02-08,cs,IEX_505454374A4E2D52,KR,KRW,True,BBG000BGVTZ5,,
009290.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kwangdong Pharmaceutical,2023-02-08,cs,IEX_5342353356302D52,KR,KRW,True,BBG000BGYBX3,,
009300.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sam-A Pharm. Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C0KBB6,,
009320.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Daewoo Electronic Components Co.,Ltd",2023-02-08,cs,IEX_524B354B51362D52,KR,KRW,True,BBG000BH30J5,,
009410.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taeyoung Engineering & Construction,2023-02-08,cs,IEX_5036485742332D52,KR,KRW,True,BBG000BDV3K5,,
009415.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taeyoung Engineering & Construction - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_4635564C58322D52,KR,KRW,True,BBG000BLB7Q4,,
009420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanall Biopharma,2023-02-08,cs,IEX_4448385646472D52,KR,KRW,True,BBG000BG01Z0,,
009440.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KC Green Holdings,2023-02-08,cs,IEX_4750445137442D52,KR,KRW,True,BBG000DXVBG6,,
009450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyung Dong Navien Co Ltd,2023-02-08,cs,IEX_43524B5754542D52,KR,KRW,True,BBG000CHR5F1,,
009460.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanchang Paper Mfg,2023-02-08,cs,IEX_4A4C473030322D52,KR,KRW,True,BBG000BDV6P3,,
009470.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samwha Electric,2023-02-08,cs,IEX_52594E52344B2D52,KR,KRW,True,BBG000BHPP79,,
009520.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Posco M-Tech Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000DBCWK4,,
009540.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Shipbuilding & Offshore Engineering,2023-02-08,cs,IEX_51314D4846582D52,KR,KRW,True,BBG000DBLZ63,0001409613,988400DPTJ9KH5R6W540
009580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Moorim P&P,2023-02-08,cs,IEX_52584E59444E2D52,KR,KRW,True,BBG000BGW693,,
009620.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sambo Industrial,2023-02-08,cs,,KR,KRW,True,BBG000C1BMZ4,,
009680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Motonic Corp.,2023-02-08,cs,IEX_4A4B395357312D52,KR,KRW,True,BBG000BFWQ82,,
009730.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Kossen Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000C1BP50,,
009770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samjung Pulp Co,2023-02-08,cs,IEX_4D544635564C2D52,KR,KRW,True,BBG000GPW0L7,,
009780.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,MSC Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000BFCSP1,,
009810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Playgram,2023-02-08,cs,IEX_58464237424C2D52,KR,KRW,True,BBG000BGVCR1,,
009815.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Playgram - PRF PERPETUAL KRW 500,2023-02-08,ps,,KR,KRW,True,BBG000BJV8R4,,
009830.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Solutions Corporation,2023-02-08,cs,IEX_47545948524A2D52,KR,KRW,True,BBG000BCVBG4,,549300M2V0ZS71BRNR68
009835.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Solutions Corporation - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_474E384A33432D52,KR,KRW,True,BBG000BHG6R9,,549300M2V0ZS71BRNR68
009900.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Myoung Shin Industry Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG00XTTFN23,,
009970.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youngone Holdings,2023-02-08,cs,IEX_4833313931572D52,KR,KRW,True,BBG000BH3P73,,
010040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Refractories Co.,2023-02-08,cs,IEX_4A37333050522D52,KR,KRW,True,BBG000C1BPS5,,
010050.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Woori Investment Bank,2023-02-08,cs,IEX_4B58423350372D52,KR,KRW,True,BBG000BB9J74,,988400VYA5WLYS9SGU11
010060.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,OCI Company Ltd,2023-02-08,cs,IEX_43364A5857422D52,KR,KRW,True,BBG000BGHVX8,,988400XZQA7CG16LDK87
010120.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,LS Electric,2023-02-08,cs,IEX_524E4C3533392D52,KR,KRW,True,BBG000GPVNR2,,988400AF8KS117D7D072
010130.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Zinc,2023-02-08,cs,IEX_5456513058372D52,KR,KRW,True,BBG000BGZQM1,,988400D0HSQUB1I1VO41
010140.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Heavy Industries,2023-02-08,cs,IEX_5635585330482D52,KR,KRW,True,BBG000BGJNM6,,988400OSK0T9LDTWNC20
