symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,name,date,type,iexId,region,currency,isEnabled,figi,cik,lei
010145.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Heavy Industries - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_5251564B43432D52,KR,KRW,True,BBG000BLGWM8,,988400OSK0T9LDTWNC20
010170.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Taihan Fiberoptics Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000C1BSP2,,
010240.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Heungkuk Metaltech Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000BYZBR0,,
010280.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Ssang Yong Information & Communications,2023-02-08,cs,,KR,KRW,True,BBG000DT3ZR1,,
010400.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Woojin I&S Co. Ltd,2023-02-08,cs,IEX_5753393133342D52,KR,KRW,True,BBG00LNQ7LW1,,
010420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hansol Pns Co Ltd,2023-02-08,cs,IEX_4A46583647592D52,KR,KRW,True,BBG000BH2YT1,,
010470.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Oricom Inc,2023-02-08,cs,,KR,KRW,True,BBG000BJTNT2,,
010580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SM Bexel Co. Ltd.,2023-02-08,cs,IEX_4E375A5330392D52,KR,KRW,True,BBG000FKQJB6,,
010600.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Wellbiotec Co. Ltd.,2023-02-08,cs,IEX_43525142385A2D52,KR,KRW,True,BBG000BRH981,,
010620.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Mipo Dock Yard,2023-02-08,cs,IEX_46563935374E2D52,KR,KRW,True,BBG000BCXWB1,,988400L1JDH871AJTA03
010640.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Chinyang Poly Urethane Co Ltd,2023-02-08,cs,IEX_5035435138332D52,KR,KRW,True,BBG000BFYHK6,,
010660.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Hwacheon Machinery Works Co,Ltd",2023-02-08,cs,IEX_5634534C59482D52,KR,KRW,True,BBG000BFS1W5,,
010690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hwashin,2023-02-08,cs,IEX_515342445A4A2D52,KR,KRW,True,BBG000BFWRZ0,,
010770.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Pyunghwa Holdings,2023-02-08,cs,IEX_4C46394E54392D52,KR,KRW,True,BBG000BP1YD1,,
010780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,IS Dongseo Co Ltd,2023-02-08,cs,IEX_434E395054562D52,KR,KRW,True,BBG000BDH5N3,,
010820.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Firstec Co. Ltd.,2023-02-08,cs,IEX_464B425A4C4A2D52,KR,KRW,True,BBG000BFXKV8,,
010950.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,S-Oil Corp.,2023-02-08,cs,IEX_4E54353442582D52,KR,KRW,True,BBG000BCYXC7,,988400QTUXYDN8W3MZ32
010955.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,S-Oil Corp. - PRF PERPETUAL KRW 2500,2023-02-08,ps,IEX_5044423946462D52,KR,KRW,True,BBG000BH4S30,,988400QTUXYDN8W3MZ32
010960.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sam Ho Development Co. Ltd.,2023-02-08,cs,IEX_42373059504B2D52,KR,KRW,True,BBG000N8PN35,,
011000.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Gene One Life Science,2023-02-08,cs,IEX_5656485254372D52,KR,KRW,True,BBG000BDV0K1,,
011040.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Kyungdong Pharm,2023-02-08,cs,,KR,KRW,True,BBG000C1BXN3,,
011070.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lg Innotek Co,2023-02-08,cs,IEX_465848594B422D52,KR,KRW,True,BBG000BNKD41,,988400KTHH2LMUX7EB48
011080.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hyungji Innovation And Creative Company Limited,2023-02-08,cs,,KR,KRW,True,BBG000PXTCQ3,,
011090.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Enex,2023-02-08,cs,IEX_5057325733562D52,KR,KRW,True,BBG000BX9ZP0,,
011150.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,CJ Seafood Corporation,2023-02-08,cs,IEX_424B375156562D52,KR,KRW,True,BBG000BGTG22,,
011155.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,CJ Seafood Corporation - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_545239464A342D52,KR,KRW,True,BBG000BGTD56,,
011170.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Lotte Chemical Corporation,2023-02-08,cs,IEX_4442574739472D52,KR,KRW,True,BBG000BHNWH5,,988400TPNFJZDPI94Y56
011200.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,HMM,2023-02-08,cs,IEX_4D4A3854444E2D52,KR,KRW,True,BBG000FQW795,,
011210.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Wia Co Ltd,2023-02-08,cs,IEX_4E324C3446332D52,KR,KRW,True,BBG001CNB796,,
011280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tailim Packaging,2023-02-08,cs,IEX_5439503057512D52,KR,KRW,True,BBG000BFWGF6,,
011300.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Seongan,2023-02-08,cs,IEX_4C4B524D59532D52,KR,KRW,True,BBG000BC9983,,
011320.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Unick Corporation,2023-02-08,cs,,KR,KRW,True,BBG000C1BYX0,,
011330.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,UNI Chem Co.,2023-02-08,cs,IEX_4A37325A4D512D52,KR,KRW,True,BBG000BHNNW8,,
011370.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Seohan,2023-02-08,cs,,KR,KRW,True,BBG000DBCYD8,,
011390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Busan Industrial,2023-02-08,cs,IEX_50485157544A2D52,KR,KRW,True,BBG000BGZCH8,,
011420.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Galaxia SM,2023-02-08,cs,IEX_4E58463938562D52,KR,KRW,True,BBG000BNL5H3,,
011500.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Han-Nong Chemicals Inc,2023-02-08,cs,IEX_5851465744562D52,KR,KRW,True,BBG000MSGFH4,,
011560.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sebo Manufacturing Engineering Corp.,2023-02-08,cs,,KR,KRW,True,BBG000C1C0W4,,
011690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Y2 Solution Co. Ltd.,2023-02-08,cs,IEX_504D303254482D52,KR,KRW,True,BBG000BZSPZ5,,
011700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanshin Machinery,2023-02-08,cs,IEX_575846484C352D52,KR,KRW,True,BBG000BDM5D8,,
011760.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Corporation,2023-02-08,cs,IEX_5344393350592D52,KR,KRW,True,BBG000BDMCP0,,549300HOSOUV07051M39
011780.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumho Petro Chemical,2023-02-08,cs,IEX_4B3132434B472D52,KR,KRW,True,BBG000BG6193,,
011785.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumho Petro Chemical - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_525A5359384C2D52,KR,KRW,True,BBG000BGJH85,,
011790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SKC,2023-02-08,cs,IEX_564D4B354D582D52,KR,KRW,True,BBG000BJQ685,,
011810.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,STX Corporation Co.,2023-02-08,cs,IEX_485A344C51482D52,KR,KRW,True,BBG000BGZPG0,,
01181212.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,STX Corporation Co. - Warrants (09/07/2015),2023-02-08,wt,,KR,KRW,True,BBG003BQ5GV8,,
011930.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shinsung E&G Co. Ltd.,2023-02-08,cs,IEX_434C31394B532D52,KR,KRW,True,BBG000H5XNG5,,
012030.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DB Inc.,2023-02-08,cs,IEX_5443594736542D52,KR,KRW,True,BBG000BJZRF1,,
012160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youngwire,2023-02-08,cs,IEX_46465A324E362D52,KR,KRW,True,BBG000G4J342,,
012170.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Ascendio,2023-02-08,cs,IEX_4A335044374D2D52,KR,KRW,True,BBG000BBKG04,,
012280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yeonghwa Metal,2023-02-08,cs,IEX_5657484B4B342D52,KR,KRW,True,BBG000BP20Q0,,
012320.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyungdong Invest,2023-02-08,cs,IEX_523659544C592D52,KR,KRW,True,BBG000BQYZP7,,
012330.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Mobis,2023-02-08,cs,IEX_544B4D46565A2D52,KR,KRW,True,BBG000BK3CZ4,,988400HJA9E0ZVDHRS65
012340.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Nuin Tek Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000DCCY73,,
012450.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hanwha Aerospace,2023-02-08,cs,IEX_50484C4743432D52,KR,KRW,True,BBG000BLLVT7,,9884001NSUA8FQKQWR25
012510.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Douzone Bizon,2023-02-08,cs,IEX_4B4C375056312D52,KR,KRW,True,BBG000BHP4P6,,
012610.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyung In Synthetic,2023-02-08,cs,IEX_4B4234594C512D52,KR,KRW,True,BBG000BXLL77,,
012620.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Wonil Special Steel,2023-02-08,cs,,KR,KRW,True,BBG000C1C651,,
012630.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,HDC Holdings Co. Ltd,2023-02-08,cs,IEX_503853394E362D52,KR,KRW,True,BBG000BY2C12,,
012690.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Monalisa,2023-02-08,cs,IEX_4B4239425A562D52,KR,KRW,True,BBG000BF9XV7,,549300R6SO6XBFDC7M25
012700.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Leadcorp Inc.,2023-02-08,cs,,KR,KRW,True,BBG000C1C9F4,,
012750.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,S-1,2023-02-08,cs,IEX_42334D4443482D52,KR,KRW,True,BBG000FPGPW9,,
012790.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Shinil Pharmaceutical Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000BB7175,,
012800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daechang Co Ltd,2023-02-08,cs,IEX_5837485743422D52,KR,KRW,True,BBG000BGZWZ4,,988400EQBBIFT730E057
012860.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Mobase Electronics Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1CCC0,,
013000.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sewoo Global Co. Ltd,2023-02-08,cs,IEX_4B56363252382D52,KR,KRW,True,BBG000BGZGH9,,
013030.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Hy-Lok Corporation,2023-02-08,cs,,KR,KRW,True,BBG000C1CF15,,
013120.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Dongwon Development,2023-02-08,cs,,KR,KRW,True,BBG000C1CGR5,,
013310.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,A-Jin Industrial Co.Ltd,2023-02-08,cs,,KR,KRW,True,BBG002J0M9T9,,
013520.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hwaseung Corporation,2023-02-08,cs,IEX_47344A3450312D52,KR,KRW,True,BBG000BHNXY4,,
013570.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DY Corporation,2023-02-08,cs,IEX_4E35514250362D52,KR,KRW,True,BBG000BNMVH5,,
013580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kyeryong Construction Industrial,2023-02-08,cs,IEX_4239345A4D4A2D52,KR,KRW,True,BBG000FQ3ZC1,,
013700.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Camus Engineering & Construction Inc,2023-02-08,cs,IEX_4E43444242432D52,KR,KRW,True,BBG000BH3FN7,,
013720.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Cbi Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1CPV0,,
013810.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Speco,2023-02-08,cs,,KR,KRW,True,BBG000C1JPR8,,
013870.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,GMB Korea Corp,2023-02-08,cs,IEX_4A31513138322D52,KR,KRW,True,BBG003GGF6X4,,988400R0OG2APG1ZX669
013890.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Zinus Inc,2023-02-08,cs,IEX_53433444514B2D52,KR,KRW,True,BBG002GTGX86,,
013990.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Agabang & Company.,2023-02-08,cs,,KR,KRW,True,BBG000DDKL25,,
014100.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Medience Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1JZW0,,
014160.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daeyoung Packaging,2023-02-08,cs,IEX_4A44525A38572D52,KR,KRW,True,BBG000BFCD65,,
014190.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Wonik Cube Corp,2023-02-08,cs,,KR,KRW,True,BBG000C1CWH1,,
014200.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Kanglim,2023-02-08,cs,,KR,KRW,True,BBG000C1K2B4,,
014280.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumkang Industrial,2023-02-08,cs,IEX_4733374B34572D52,KR,KRW,True,BBG000BH00D4,,
014285.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kumkang Industrial - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_56584D5250352D52,KR,KRW,True,BBG000BJWP22,,
014440.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Youngbo Chemical,2023-02-08,cs,IEX_4D3636464D482D52,KR,KRW,True,BBG000BPHK53,,
014470.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Bubang Co.Ltd,2023-02-08,cs,,KR,KRW,True,BBG000DBD0V1,,988400CFS0V0FE6PUC66
014530.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kukdong Oil & Chemical,2023-02-08,cs,IEX_524A31434C352D52,KR,KRW,True,BBG000BFR619,,
014570.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Korean Drug Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000DWCD48,,
014580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Taekyung BK,2023-02-08,cs,IEX_4E52574A54522D52,KR,KRW,True,BBG000BD5DJ4,,
014620.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sung Kwang Bend Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000F8XX42,,
014680.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Hansol Chemical Co., Ltd",2023-02-08,cs,IEX_4752503246462D52,KR,KRW,True,BBG000BGW960,,
014710.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sajo Seafood Ltd,2023-02-08,cs,IEX_4B5832374E562D52,KR,KRW,True,BBG0032RWT93,,
014790.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,HL D&I Halla Corporation,2023-02-08,cs,IEX_545A334D39422D52,KR,KRW,True,BBG000FQFV00,,
014820.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongwon Systems Corporation,2023-02-08,cs,IEX_4333385157432D52,KR,KRW,True,BBG000BTXH27,,
014825.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dongwon Systems Corporation - PRF PERPETUAL KRW 5000,2023-02-08,ps,IEX_424A334B53562D52,KR,KRW,True,BBG000FVJC98,,
014830.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Unid Co Ltd,2023-02-08,cs,IEX_505733395A382D52,KR,KRW,True,BBG000GCFH29,,
014910.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sung Moon Electronics Co.,2023-02-08,cs,IEX_5452394447332D52,KR,KRW,True,BBG000BH32P4,,
014915.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Sung Moon Electronics Co. - PRF PERPETUAL KRW 500,2023-02-08,ps,IEX_4A44584452312D52,KR,KRW,True,BBG000BJZGP4,,
014940.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Oriental Precision & Engineering Co Ltd,2023-02-08,cs,,KR,KRW,True,BBG000CVZDF4,,
014970.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Samryoong,2023-02-08,cs,,KR,KRW,True,BBG000C1K3W9,,
014990.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,FCO Ltd,2023-02-08,cs,IEX_5256444A324B2D52,KR,KRW,True,BBG000BF3NK7,,
015230.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daechang Forging,2023-02-08,cs,IEX_4233475A5A432D52,KR,KRW,True,BBG000BNMY70,,
015260.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Automobile & Pcb Inc,2023-02-08,cs,IEX_48364657465A2D52,KR,KRW,True,BBG000BDVWM9,,
015360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Yesco Holdings Co. Ltd,2023-02-08,cs,IEX_5651595433312D52,KR,KRW,True,BBG000HTNGN1,,
015590.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Curo Co. Ltd,2023-02-08,cs,IEX_574E425138542D52,KR,KRW,True,BBG000BGQCQ8,,
015710.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Into Kocom Co,2023-02-08,cs,,KR,KRW,True,BBG000C1K652,,
015750.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Sungwoo Hitech Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG000D059D5,,988400G1SM42IYEHS059
015760.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Korea Electric Power,2023-02-08,cs,IEX_4E30314433322D52,KR,KRW,True,BBG000BFZM79,0000887225,988400QG33WS7JEIV602
015890.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Tae Kyung Industrial Co,2023-02-08,cs,IEX_435733574D312D52,KR,KRW,True,BBG000FSY7G1,,
016090.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daehyun,2023-02-08,cs,IEX_5732354B36392D52,KR,KRW,True,BBG000BHNN21,,
016100.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Leaders Cosmetics Co.Ltd,2023-02-08,cs,,KR,KRW,True,BBG000MSGLM5,,
016250.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,SGC eTEC E&C Co. Ltd,2023-02-08,cs,,KR,KRW,True,BBG000C534D8,,
016360.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Samsung Securities Co.,2023-02-08,cs,IEX_514D5930564A2D52,KR,KRW,True,BBG000BFWML6,,988400RBTJTHNUOHE716
016380.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,KG Dongbusteel,2023-02-08,cs,IEX_4A5854354B482D52,KR,KRW,True,BBG000BCS2N0,,
016580.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Whanin Pharm,2023-02-08,cs,IEX_464C425238442D52,KR,KRW,True,BBG000H0NTK9,,
016590.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Shindaeyang Paper,2023-02-08,cs,IEX_4D48344C364C2D52,KR,KRW,True,BBG000G4GJB2,,
016600.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,"Q Capital Partners Co., Ltd.",2023-02-08,cs,,KR,KRW,True,BBG000C1K894,,
016610.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,DB Financial Investment Co. Ltd.,2023-02-08,cs,IEX_5242485342342D52,KR,KRW,True,BBG000BFYQ62,,988400AGT3JXQYVF5146
016670.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,DMOA Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1K9Q3,,
016710.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Daesung Holdings,2023-02-08,cs,IEX_513357564D592D52,KR,KRW,True,BBG000C4XPC2,,
016740.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Dual,2023-02-08,cs,IEX_4A31354331302D52,KR,KRW,True,BBG00D5TH147,,
016790.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Canariabio Inc.,2023-02-08,cs,,KR,KRW,True,BBG00KMYWRW6,,
016880.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Woongjin,2023-02-08,cs,IEX_4C5833564C372D52,KR,KRW,True,BBG000FQ10J3,,
016920.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Cas,2023-02-08,cs,,KR,KRW,True,BBG000C1KCB2,,
017000.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Shinwon Construction,2023-02-08,cs,,KR,KRW,True,BBG000DBD2P4,,
017040.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Kwang Myung Electric,2023-02-08,cs,IEX_42584C5237362D52,KR,KRW,True,BBG000BH09V5,,
017180.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,MyungMoon Pharm Co Ltd,2023-02-08,cs,IEX_4E4C39394B392D52,KR,KRW,True,BBG000BK7P09,,
017250.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Inter-M Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000C1KGT4,,
017370.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,"Wooshin Systems Co., Ltd",2023-02-08,cs,IEX_4343325144472D52,KR,KRW,True,BBG000K3F1X5,,988400EFCWN4AR6MFI58
017390.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Seoul City Gas,2023-02-08,cs,IEX_44513330344D2D52,KR,KRW,True,BBG000FVM7L1,,
017480.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Samhyun Steel Co. Ltd.,2023-02-08,cs,,KR,KRW,True,BBG000BGNBS1,,
017510.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Semyung Electric Machinery,2023-02-08,cs,,KR,KRW,True,BBG000C1KHN8,,
017550.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Soosan Heavy Industries,2023-02-08,cs,IEX_4C395438314B2D52,KR,KRW,True,BBG000BGHX64,,
017650.KQ,XKOS,KQ,Korea Exchange Kosdaq,XKOS,Korea Exchange Kosdaq,Daelim Paper,2023-02-08,cs,,KR,KRW,True,BBG000C1DC39,,
017670.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,SK Telecom Co Ltd,2023-02-08,cs,IEX_4E4E4759464E2D52,KR,KRW,True,BBG000BG7BL6,0001015650,9884003WEA1PHW006037
017800.KS,XKRX,KP,Korea Exchange Stock Market,XKRX,Korea Exchange Stock Market,Hyundai Elevator,2023-02-08,cs,IEX_4D33593143462D52,KR,KRW,True,BBG000FW38Q3,,
